O1,O2,T3,T4
0.4,-0.40000038147009037,0.03477939107836826,-0.4
0.4,-0.40000038147009037,0.050899554156831894,-0.4
0.4,-0.40000038147009037,0.05039105452638104,-0.4
0.4,-0.2553408196838567,0.04856114250292063,-0.3192313377679231
0.4,-0.17685220418186587,0.04674153017189996,-0.22504866127840165
0.4,-0.13076108051403096,0.05028805760198365,-0.16980721455308395
0.4,-0.09945459313830675,0.05269398946188875,-0.13109791860381947
0.4,-0.06758085973821615,0.0552345802636912,-0.09096688362778056
0.4,-0.04631504661087667,0.05680242233507379,-0.06309057530458002
0.4,-0.024547981784803184,0.058324869465703456,-0.03418811243830913
0.4,-0.006814200224113678,0.05971914264597192,-0.01025391602889636
0.4,0.008063896240135423,0.0605808835800968,0.010527430083685
0.4,0.02325365376820924,0.061842023698829365,0.03136981141072408
0.4,0.03376239181746656,0.06231352073051522,0.04677548100994207
0.4,0.04704060272274277,0.0634308466251818,0.06510283003123286
0.4,0.05513921274110102,0.06377683999713897,0.07736976372696279
0.4,0.06650740290394107,0.06470495672698663,0.09328164413608946
0.4,0.07106864077438428,0.06471716376987817,0.10112314331354458
0.4,0.08138588083828052,0.06557966764418377,0.11549464749779463
0.4,0.0847012373936056,0.06552092125026822,0.12154094843001216
0.4,0.0931248599289512,0.06613318074529718,0.13351834632715828
0.4,0.09572763035548244,0.06613165486493575,0.1384644875187755
0.4,0.1017766015783325,0.066492525570417,0.1475064730705958
0.4,0.1045304341606466,0.06659552249481439,0.15228514889254466
0.4,0.1087636077533796,0.06674200700951291,0.15882621653196005
0.4,0.11289225854135375,0.06699530314951244,0.16503578666285196
0.4,0.11592189399899865,0.06692129795198246,0.17020241756669766
0.4,0.11920597000691414,0.06730238657225282,0.17501084805569464
0.4,0.12032405884176144,0.06707007128722314,0.17767999427794864
0.4,0.12545292420666143,0.06755644565243307,0.1846441122475741
0.4,0.126379896526238,0.06741568318908996,0.18691843692630475
0.4,0.13132870800848773,0.06787611758815536,0.1936086593710512
0.4,0.13054097227189282,0.06753393891710179,0.19370288248337028
