O1,O2,T3,T4
0.0,9.536747709864172e-05,168.0027234114238,0.0
3.174606270597176,3.1747016140454187,153.55875245086537,3.174606270597176
2.926205265262072,63.20927386803908,67.67844718185566,56.151407793781175
6.195145784549469,20.49093968229831,70.93313610095007,34.78852471895377
65.88632708512836,16.13027886202973,74.2489466572071,0.1859506460200623
187.87913579461878,165.0996286276947,120.36891003703658,172.5745239447433
0.0,120.34944156714069,153.43159403169992,101.2627133252888
0.0,142.18680398846737,150.2765723128802,125.88756051681422
0.0,158.49116272232092,147.8906608646592,145.50476414849547
0.0,176.8714182254706,145.55074689588403,168.50387059533634
0.0,193.29993867435337,143.31759531227905,190.00237108944592
0.0,192.09545729045334,141.52888868451905,189.7425318629364
0.0,178.0239073556172,139.42428507421,170.91144481517225
0.0,168.8655425602926,137.98702989333304,158.1217116890968
0.0,157.90932417660724,136.01582295055178,144.00994719652772
0.0,151.54079350006162,134.70577727668692,135.16995033542574
0.0,142.9741929153175,132.91363161595427,124.35830909584438
0.0,139.65326101304024,131.92503621987987,119.28279931763326
0.0,132.3736868255829,130.20398262821743,110.3814962514902
0.0,130.10025074491546,129.31292047916892,106.78319790928386
0.0,124.46143563529245,127.8383643671584,99.89596628020469
0.0,122.75788195478485,126.91576833723369,97.14122975365396
0.0,118.86700076632081,125.68690879919846,92.23398785162765
0.0,117.07752905695983,124.71529861203526,89.70541815371249
0.0,113.68696054797947,123.70727854862564,86.31441272199046
0.0,110.38679272372967,122.61444595142402,83.16790507194817
0.0,107.77397072786378,121.84501541597965,80.60210737581538
0.0,105.03178864397043,120.65614328518382,78.25561994354352
0.0,103.6187799562113,120.05838076518674,76.51436779605531
0.0,99.80470767019023,118.79551678267042,72.39286607583585
0.0,98.51873698705413,118.1422365761694,70.5022186369964
0.0,94.86727088019794,116.9169242151783,66.60630395523197
0.0,94.62704298964873,116.4908771379963,65.78002562820186
0.0,90.82177676304212,115.24890911492682,61.81549821860042
0.0,90.62788890760164,114.8010004877662,61.13110842665523
0.0,87.43469424082868,113.7179635874058,57.77487953646544
0.0,87.04387945775777,113.20238810715506,56.98679812189573
0.0,84.71145491021815,112.35458180709963,54.43296674780031
0.0,83.741182650725,111.66992315808227,53.197849160548735
0.0,82.36164456707068,111.08407784514205,51.5292777794908
0.0,80.72226974265145,110.24757368566284,49.77936811195558
0.0,80.08032005019366,109.90007322162107,48.74424509540398
0.0,78.0671417330443,108.89162861171575,46.74162902672051
0.0,77.47130654877024,108.4366105881372,45.86331633126628
0.0,75.01162942417193,107.4686254126551,43.46922839631036
0.0,75.34331881767837,107.25762601080369,43.393942664840964
0.0,72.46358871643311,106.16977141991275,40.648332547545
0.0,72.92915320200723,105.94277841954755,40.72418294342792
0.0,70.15940220239504,104.92970834095733,38.06097968994085
